d1,type,d2
DB00495,1,DB06290
DB00370,1,DB00625
DB00598,1,DB01291
DB00421,1,DB06767
DB00887,1,DB01114
DB00648,1,DB01264
DB00615,1,DB04825
DB00220,1,DB00338
DB04845,1,DB08933
DB00834,1,DB01267
DB01023,1,DB01392
DB00706,1,DB01149
DB01192,1,DB01247
DB00924,1,DB08883
DB01026,1,DB01253
DB00897,1,DB08912
DB00813,1,DB01623
DB00199,1,DB06605
DB04908,1,DB09075
DB00216,1,DB00220
DB00543,1,DB06204
DB00452,1,DB00465
DB00091,1,DB01185
DB00967,1,DB06148
DB00919,1,DB09060
DB00384,1,DB00611
DB01036,1,DB09073
DB01100,1,DB01168
DB01118,1,DB06290
DB01242,1,DB08881
DB00262,1,DB00864
DB00349,1,DB09039
DB00204,1,DB06708
DB00559,1,DB00745
DB01175,1,DB02703
DB00091,1,DB00864
DB01020,1,DB02703
DB00381,1,DB00653
DB00700,1,DB08907
DB00475,1,DB00765
DB00452,1,DB01337
DB00535,1,DB01418
DB00307,1,DB00625
DB00204,1,DB01021
DB00897,1,DB01609
DB01201,1,DB09065
DB00177,1,DB01143
DB00502,1,DB00761
DB01076,1,DB01211
DB00104,1,DB00537
DB00335,1,DB00484
DB00215,1,DB00398
DB00794,1,DB00968
DB00425,1,DB01106
DB08893,1,DB09300
DB00993,1,DB01418
DB00651,1,DB01556
DB00213,1,DB08912
DB00285,1,DB03619
DB00243,1,DB08893
DB01074,1,DB01377
DB00924,1,DB01614
DB01023,1,DB09242
DB00338,1,DB08934
DB00476,1,DB00790
DB01579,1,DB06724
DB00257,1,DB00877
DB04844,1,DB09042
DB01208,1,DB01261
DB00014,1,DB00222
DB00983,1,DB01288
DB00204,1,DB01026
DB01030,1,DB04868
DB00841,1,DB01223
DB00841,1,DB01577
DB00794,1,DB01284
DB00765,1,DB01068
DB00603,1,DB09063
DB00601,1,DB01192
DB00883,1,DB00898
DB01609,1,DB08932
DB00398,1,DB01211
DB01002,1,DB01072
DB00232,1,DB09282
DB01337,1,DB01627
DB01609,1,DB09063
DB00715,1,DB01068
DB00872,1,DB01268
DB00204,1,DB00753
DB00425,1,DB00683
DB00163,1,DB00201
DB00771,1,DB02703
DB00283,1,DB00382
DB00537,1,DB01232
DB00315,1,DB00904
DB00765,1,DB01233
DB00503,1,DB01621
DB01151,1,DB09241
DB01168,1,DB06144
DB00418,1,DB00790
DB00422,1,DB00831
DB01244,1,DB11093
DB01288,1,DB01620
DB00794,1,DB09027
DB00363,1,DB01251
DB01416,1,DB03615
DB00224,1,DB01232
DB00177,1,DB00241
DB00206,1,DB00898
DB00422,1,DB00816
DB00705,1,DB06724
DB09063,1,DB09227
DB00358,1,DB00906
DB00181,1,DB05246
DB00972,1,DB01215
DB04905,1,DB06616
DB01591,1,DB02703
DB00767,1,DB04896
DB00661,1,DB00675
DB00813,1,DB08873
DB00726,1,DB09272
DB00569,1,DB06209
DB00014,1,DB00556
DB00393,1,DB09073
DB00921,1,DB01021
DB00425,1,DB00575
DB00794,1,DB09119
DB00554,1,DB09053
DB00489,1,DB09220
DB00266,1,DB00438
DB00214,1,DB08880
DB01087,1,DB06594
DB00582,1,DB00758
DB00346,1,DB06237
DB00502,1,DB03793
DB00833,1,DB00955
DB01263,1,DB09166
DB00243,1,DB01072
DB00752,1,DB00802
DB00373,1,DB09063
DB00484,1,DB00966
DB00320,1,DB01614
DB00458,1,DB08893
DB00180,1,DB08865
DB01012,1,DB09073
DB00182,1,DB00909
DB01021,1,DB06292
DB00957,1,DB01124
DB01247,1,DB09271
DB01142,1,DB04924
DB00328,1,DB00715
DB00319,1,DB00955
DB00186,1,DB01223
DB00619,1,DB01624
DB00213,1,DB00317
DB00816,1,DB00841
DB00608,1,DB01390
DB00295,1,DB00475
DB00285,1,DB01224
DB00213,1,DB01045
DB00457,1,DB01143
DB00968,1,DB09282
DB01320,1,DB01587
DB01167,1,DB04884
DB00945,1,DB06663
DB08893,1,DB09555
DB01181,1,DB06717
DB00232,1,DB01355
DB00679,1,DB01017
DB00399,1,DB00919
DB00806,1,DB04861
DB00310,1,DB00374
DB01149,1,DB01178
DB00374,1,DB00500
DB08820,1,DB08916
DB00780,1,DB01463
DB00327,1,DB00450
DB00683,1,DB00834
DB00502,1,DB00696
DB01038,1,DB01142
DB09080,1,DB09273
DB01041,1,DB04817
DB00615,1,DB01601
DB00976,1,DB01411
DB00366,1,DB00484
DB00974,1,DB01254
DB00642,1,DB08976
DB00945,1,DB01166
DB01020,1,DB08912
DB00344,1,DB04842
DB00176,1,DB00501
DB01200,1,DB09128
DB00366,1,DB00829
DB00404,1,DB06290
DB00470,1,DB11315
DB01544,1,DB09072
DB06402,1,DB09268
DB00601,1,DB00780
DB01155,1,DB09083
DB00367,1,DB00564
DB00468,1,DB00759
DB00254,1,DB00881
DB00204,1,DB01267
DB00285,1,DB00898
DB00657,1,DB00695
DB00461,1,DB00512
DB00653,1,DB01337
DB01591,1,DB08820
DB00193,1,DB09065
DB00771,1,DB09272
DB00457,1,DB00555
DB00285,1,DB00831
DB00331,1,DB09135
DB00734,1,DB08907
DB00976,1,DB09073
DB06825,1,DB09277
DB00252,1,DB00932
DB00582,1,DB00820
DB00285,1,DB01018
DB00697,1,DB01403
DB00573,1,DB08976
DB00841,1,DB01001
DB01045,1,DB08932
DB01076,1,DB08820
DB00388,1,DB01193
DB09030,1,DB09211
DB01218,1,DB09054
DB00682,1,DB01418
DB00388,1,DB00871
DB00460,1,DB00755
DB00208,1,DB00686
DB01070,1,DB01203
DB01203,1,DB08868
DB00438,1,DB06696
DB00374,1,DB00554
DB00332,1,DB00935
DB00694,1,DB08895
DB01124,1,DB08907
DB00767,1,DB00989
DB00932,1,DB06817
DB00460,1,DB00618
DB00450,1,DB01142
DB00571,1,DB01238
DB00794,1,DB06701
DB00254,1,DB00266
DB00201,1,DB00816
DB00309,1,DB00619
DB00684,1,DB01415
DB00752,1,DB06711
DB00331,1,DB00741
DB09118,1,DB09401
DB01224,1,DB08883
DB01008,1,DB01026
DB00470,1,DB09072
DB00250,1,DB06697
DB06237,1,DB09118
DB00476,1,DB00850
DB01221,1,DB09048
DB00991,1,DB08976
DB01029,1,DB01235
DB00932,1,DB01166
DB00195,1,DB06709
DB00761,1,DB00875
DB06218,1,DB09065
DB00370,1,DB08910
DB00450,1,DB00924
DB00993,1,DB01197
DB00611,1,DB01041
DB00974,1,DB06789
DB00356,1,DB00450
DB08903,1,DB09054
DB00195,1,DB00390
DB00976,1,DB09166
DB00291,1,DB04817
DB00784,1,DB00864
DB00363,1,DB08889
DB00734,1,DB01247
DB00802,1,DB01041
DB00528,1,DB09104
DB00224,1,DB01026
DB00590,1,DB00806
DB00470,1,DB00652
DB01045,1,DB09049
DB00921,1,DB09300
DB00397,1,DB00937
DB00501,1,DB01263
DB09034,1,DB09071
DB00358,1,DB08912
DB00717,1,DB01201
DB00502,1,DB00813
DB00454,1,DB01463
DB00762,1,DB01609
DB00319,1,DB01024
DB00657,1,DB01082
DB00285,1,DB00554
DB00307,1,DB00661
DB00312,1,DB00999
DB00557,1,DB01106
DB00425,1,DB01589
DB00479,1,DB09060
DB00295,1,DB00370
DB00749,1,DB09285
DB00280,1,DB00673
DB00783,1,DB01016
DB00951,1,DB06724
DB00282,1,DB00605
DB00898,1,DB01016
DB00486,1,DB00921
DB00418,1,DB01029
DB00813,1,DB00935
DB00543,1,DB06148
DB00484,1,DB01168
DB01037,1,DB01589
DB00366,1,DB01320
DB00455,1,DB01232
DB00484,1,DB01236
DB09119,1,DB09143
DB00582,1,DB01254
DB00559,1,DB09401
DB00180,1,DB01601
DB00308,1,DB08868
DB00559,1,DB09102
DB01070,1,DB02300
DB01068,1,DB06201
DB01193,1,DB09042
DB00252,1,DB00361
DB00202,1,DB00674
DB00907,1,DB09128
DB01218,1,DB01263
DB00564,1,DB09042
DB01050,1,DB01203
DB00136,1,DB01070
DB00224,1,DB00700
DB00224,1,DB00539
DB00710,1,DB00834
DB00196,1,DB00482
DB00316,1,DB00717
DB00276,1,DB00363
DB00622,1,DB01162
DB01551,1,DB04831
DB00484,1,DB01440
DB01080,1,DB06148
DB00829,1,DB01284
DB00187,1,DB00983
DB00254,1,DB00312
DB00285,1,DB09009
DB01259,1,DB09075
DB00951,1,DB00997
DB01112,1,DB03615
DB01268,1,DB06335
DB00557,1,DB01142
DB00559,1,DB00628
DB01614,1,DB06723
DB00508,1,DB00696
DB00363,1,DB01124
DB00898,1,DB01173
DB00373,1,DB09065
DB05271,1,DB06153
DB00700,1,DB01354
DB00673,1,DB09053
DB00503,1,DB01136
DB00199,1,DB01120
DB00186,1,DB00555
DB00452,1,DB00482
DB00752,1,DB01100
DB01590,1,DB05294
DB01211,1,DB06335
DB06717,1,DB09083
DB00887,1,DB06696
DB00490,1,DB00653
DB00904,1,DB06603
DB00328,1,DB01021
DB04842,1,DB09068
DB00204,1,DB00862
DB00988,1,DB01577
DB00126,1,DB00957
DB00956,1,DB08912
DB00136,1,DB00956
DB00181,1,DB00945
DB00648,1,DB09039
DB01238,1,DB06287
DB00794,1,DB00999
DB00278,1,DB09075
DB00715,1,DB04884
DB00381,1,DB01354
DB00752,1,DB05039
DB00615,1,DB08899
DB00972,1,DB08893
DB00393,1,DB00635
DB01063,1,DB01356
DB00484,1,DB09034
DB01023,1,DB11093
DB00363,1,DB00564
DB00344,1,DB01278
DB00882,1,DB04938
DB00267,1,DB00798
DB00252,1,DB04938
DB00199,1,DB09214
DB00952,1,DB01403
DB00214,1,DB06204
DB04938,1,DB09054
DB00193,1,DB06767
DB00184,1,DB06789
DB00468,1,DB00651
DB09034,1,DB09073
DB01041,1,DB01589
DB01032,1,DB01605
DB01026,1,DB01427
DB01023,1,DB02703
DB00990,1,DB01609
DB00425,1,DB04844
DB00222,1,DB02546
DB00199,1,DB00673
DB01288,1,DB01556
DB00734,1,DB08918
DB00635,1,DB03793
DB00220,1,DB01181
DB00201,1,DB00368
DB00321,1,DB01403
DB00541,1,DB09102
DB00780,1,DB01235
DB00934,1,DB01171
DB00232,1,DB00374
DB08897,1,DB11181
DB00220,1,DB00980
DB01178,1,DB01579
DB06480,1,DB08827
DB00263,1,DB01320
DB00390,1,DB00749
DB01211,1,DB06636
DB00498,1,DB00932
DB01098,1,DB01241
DB00731,1,DB00752
DB00224,1,DB00897
DB00177,1,DB00494
DB00798,1,DB00803
DB00850,1,DB01037
DB00773,1,DB01097
DB01156,1,DB06636
DB00346,1,DB00752
DB08864,1,DB09104
DB08873,1,DB09074
DB01021,1,DB11315
DB00315,1,DB00767
DB00458,1,DB04842
DB00387,1,DB01203
DB00452,1,DB00554
DB01017,1,DB01202
DB06414,1,DB09143
DB00497,1,DB09290
DB00176,1,DB08893
DB01267,1,DB01403
DB00470,1,DB01621
DB00585,1,DB01232
DB00370,1,DB00950
DB00569,1,DB01609
DB00622,1,DB00780
DB00610,1,DB00745
DB00321,1,DB00983
DB01232,1,DB01238
DB00191,1,DB04842
DB00476,1,DB00524
DB00035,1,DB00461
DB00900,1,DB01005
DB01264,1,DB09262
DB00652,1,DB00819
DB00422,1,DB09242
DB00484,1,DB04841
DB00246,1,DB00669
DB00418,1,DB00717
DB00425,1,DB00433
DB01567,1,DB09072
DB00366,1,DB00402
DB08865,1,DB09034
DB00615,1,DB09039
DB04868,1,DB06237
DB09068,1,DB09211
DB00393,1,DB00474
DB00561,1,DB01288
DB00622,1,DB00820
DB00570,1,DB09054
DB00321,1,DB00788
DB00834,1,DB01356
DB00850,1,DB01278
DB00202,1,DB00595
DB00946,1,DB01088
DB00294,1,DB06335
DB00283,1,DB09290
DB01142,1,DB06701
DB00201,1,DB00935
DB00468,1,DB01120
DB00688,1,DB00948
DB00977,1,DB01354
DB01175,1,DB06290
DB00409,1,DB00865
DB00422,1,DB00790
DB00726,1,DB01017
DB00773,1,DB00834
DB00731,1,DB06717
DB00841,1,DB00871
DB00201,1,DB00601
DB00405,1,DB00484
DB00912,1,DB01621
DB00214,1,DB00273
DB05521,1,DB08820
DB01178,1,DB01242
DB00268,1,DB00427
DB00661,1,DB04855
DB00559,1,DB01026
DB00359,1,DB00460
DB00780,1,DB01120
DB00230,1,DB00765
DB00991,1,DB09053
DB00136,1,DB00277
DB00454,1,DB06201
DB00653,1,DB01198
DB00211,1,DB00561
DB00325,1,DB00346
DB00752,1,DB06714
DB01240,1,DB09242
DB00794,1,DB01267
DB00318,1,DB00421
DB00601,1,DB00983
DB00520,1,DB01045
DB00898,1,DB06700
DB04868,1,DB06480
DB00159,1,DB00823
DB00687,1,DB01320
DB00450,1,DB04844
DB00850,1,DB01168
DB00350,1,DB09282
DB01168,1,DB04842
DB01263,1,DB08820
DB01050,1,DB01609
DB00780,1,DB01579
DB00300,1,DB00919
DB00273,1,DB09117
DB00266,1,DB00618
DB00898,1,DB01041
DB08874,1,DB09268
DB00163,1,DB00946
DB01291,1,DB09273
DB08912,1,DB09401
DB00243,1,DB01259
DB01062,1,DB06148
DB09117,1,DB09118
DB00709,1,DB01610
DB00334,1,DB00918
DB00014,1,DB00246
DB00390,1,DB08816
DB00207,1,DB00215
DB00582,1,DB09053
DB01415,1,DB11248
DB00414,1,DB00823
DB00461,1,DB06605
DB00484,1,DB01029
DB00176,1,DB01367
DB00425,1,DB01114
DB00450,1,DB00865
DB06201,1,DB08872
DB00363,1,DB08897
DB00387,1,DB01591
DB00422,1,DB00682
DB00814,1,DB01356
DB00014,1,DB08871
DB00687,1,DB00823
DB00404,1,DB00559
DB00470,1,DB01142
DB00847,1,DB00927
DB00726,1,DB00875
DB00565,1,DB03615
DB00211,1,DB00427
DB00295,1,DB00318
DB00997,1,DB01259
DB00925,1,DB01392
DB00932,1,DB01009
DB01045,1,DB01353
DB00814,1,DB09214
DB00790,1,DB00808
DB00864,1,DB04855
DB01189,1,DB06204
DB00237,1,DB00966
DB00673,1,DB01100
DB00252,1,DB00269
DB00661,1,DB00732
DB00374,1,DB00590
DB00586,1,DB00712
DB00875,1,DB01021
DB01050,1,DB06696
DB00834,1,DB01242
DB00341,1,DB01232
DB00479,1,DB00732
DB00474,1,DB01018
DB00457,1,DB01162
DB00661,1,DB01177
DB00683,1,DB08912
DB00422,1,DB09477
DB01201,1,DB06636
DB00201,1,DB01021
DB00904,1,DB00998
DB01229,1,DB09118
DB00413,1,DB00683
DB00241,1,DB00935
DB00206,1,DB00934
DB00695,1,DB08880
DB00872,1,DB01590
DB00243,1,DB09049
DB00237,1,DB06204
DB00220,1,DB08901
DB00266,1,DB01330
DB00625,1,DB09123
DB00767,1,DB01579
DB00321,1,DB00366
DB02703,1,DB06702
DB06145,1,DB06717
DB00872,1,DB08895
DB00752,1,DB00918
DB00321,1,DB00451
DB01037,1,DB01071
DB00790,1,DB08822
DB00211,1,DB00692
DB01220,1,DB05521
DB00539,1,DB01201
DB00470,1,DB00575
DB00932,1,DB00975
DB00440,1,DB00584
DB00180,1,DB01149
DB00315,1,DB01463
DB00975,1,DB09220
DB00014,1,DB01100
DB00206,1,DB00470
DB01073,1,DB01656
DB00648,1,DB08877
DB00332,1,DB01176
DB00648,1,DB00908
DB00175,1,DB01377
DB00966,1,DB01353
DB00477,1,DB01247
DB00904,1,DB01171
DB00766,1,DB06696
DB05812,1,DB06702
DB00246,1,DB00543
DB00608,1,DB00648
DB06701,1,DB06711
DB00268,1,DB01320
DB00679,1,DB01247
DB00450,1,DB00818
DB01029,1,DB01356
DB00570,1,DB00648
DB00850,1,DB01104
DB00275,1,DB01119
DB00318,1,DB08893
DB01184,1,DB06717
DB00281,1,DB09073
DB01136,1,DB06709
DB00455,1,DB09271
DB00444,1,DB00474
DB01149,1,DB09063
DB00199,1,DB00938
DB00573,1,DB01203
DB00252,1,DB08932
DB00191,1,DB00332
DB00211,1,DB01359
DB01560,1,DB06216
DB01120,1,DB06788
DB00783,1,DB01232
DB01259,1,DB08933
DB00304,1,DB06290
DB00366,1,DB00748
DB00388,1,DB09273
DB00661,1,DB09039
DB00384,1,DB08822
DB00806,1,DB01418
DB00813,1,DB04868
DB00391,1,DB01255
DB00458,1,DB00715
DB05521,1,DB06708
DB00181,1,DB09072
DB00477,1,DB06724
DB00486,1,DB00906
DB00715,1,DB06605
DB00563,1,DB08895
DB00252,1,DB00904
DB00460,1,DB04571
DB00673,1,DB09128
DB00999,1,DB01551
DB00991,1,DB01254
DB00816,1,DB00988
DB00684,1,DB01163
DB00263,1,DB01232
DB00440,1,DB00796
DB00358,1,DB00996
DB00682,1,DB06206
DB00266,1,DB00446
DB00289,1,DB00503
DB00201,1,DB00237
DB00374,1,DB00678
DB00374,1,DB04861
DB01340,1,DB04884
DB00898,1,DB01236
DB00091,1,DB01045
DB00759,1,DB00948
DB00363,1,DB01149
DB00248,1,DB00571
DB00569,1,DB01088
DB00384,1,DB00474
DB01016,1,DB01395
DB00775,1,DB04272
DB00723,1,DB01620
DB08826,1,DB11126
DB00208,1,DB01242
DB00470,1,DB06204
DB00985,1,DB06201
DB00188,1,DB01551
DB01174,1,DB06589
DB00564,1,DB00571
DB00206,1,DB01232
DB01016,1,DB09280
DB00390,1,DB00872
DB00433,1,DB00865
DB01238,1,DB01253
DB00384,1,DB00476
DB00989,1,DB06288
DB01278,1,DB01409
DB01037,1,DB01192
DB01232,1,DB04868
DB01337,1,DB01427
DB08820,1,DB08873
DB00412,1,DB00834
DB00344,1,DB09241
DB00570,1,DB06695
DB00476,1,DB01239
DB00211,1,DB01001
DB00745,1,DB01064
DB01253,1,DB04871
DB01232,1,DB08896
DB00393,1,DB01128
DB00726,1,DB01104
DB00104,1,DB00199
DB01621,1,DB05271
DB00390,1,DB00524
DB00959,1,DB09067
DB00715,1,DB01168
DB00450,1,DB00455
DB00295,1,DB01201
DB00358,1,DB00909
DB00374,1,DB04896
DB00305,1,DB08895
DB01174,1,DB09079
DB00986,1,DB06148
DB01254,1,DB01600
DB00252,1,DB01418
DB00945,1,DB00991
DB00524,1,DB09220
DB00745,1,DB00983
DB00872,1,DB06603
DB00373,1,DB01392
DB00458,1,DB00679
DB00266,1,DB01112
DB00387,1,DB01075
DB00252,1,DB01238
DB08881,1,DB09075
DB01222,1,DB01263
DB01178,1,DB04871
DB00880,1,DB00912
DB01222,1,DB01319
DB00391,1,DB00985
DB08867,1,DB09063
DB00266,1,DB01174
DB00252,1,DB06702
DB00474,1,DB01020
DB01175,1,DB08912
DB00675,1,DB04868
DB01239,1,DB09042
DB00476,1,DB00734
DB00443,1,DB00951
DB00176,1,DB06697
DB00668,1,DB01577
DB00191,1,DB01178
DB00335,1,DB00986
DB00391,1,DB01403
DB00346,1,DB00457
DB00014,1,DB00196
DB00682,1,DB02546
DB00813,1,DB06290
DB00745,1,DB01211
DB00738,1,DB06335
DB00309,1,DB00864
DB00734,1,DB01144
DB00672,1,DB01380
DB00697,1,DB00863
DB00014,1,DB00753
DB00909,1,DB01144
DB00898,1,DB01202
DB00528,1,DB09054
DB01418,1,DB09265
DB00831,1,DB04871
DB00708,1,DB09048
DB01393,1,DB01586
DB00656,1,DB08820
DB00270,1,DB09282
DB00315,1,DB00734
DB00956,1,DB08873
DB00956,1,DB06700
DB06290,1,DB09143
DB00186,1,DB00765
DB00325,1,DB01355
DB00199,1,DB00945
DB00332,1,DB00950
DB00705,1,DB08820
DB00460,1,DB01403
DB01072,1,DB08875
DB00279,1,DB09068
DB00818,1,DB01173
DB00559,1,DB00759
DB00674,1,DB01403
DB00343,1,DB08933
DB01017,1,DB08795
DB00737,1,DB00972
DB00877,1,DB08873
DB00346,1,DB00999
DB04817,1,DB08877
DB00315,1,DB00571
DB01104,1,DB01463
DB00364,1,DB00582
DB00191,1,DB00935
DB01018,1,DB09242
DB00204,1,DB00903
DB00697,1,DB00818
DB00266,1,DB00672
DB00035,1,DB01175
DB08860,1,DB09055
DB00722,1,DB04884
DB01006,1,DB09256
DB00320,1,DB00889
DB00540,1,DB06201
DB00850,1,DB01071
DB00268,1,DB00404
DB00715,1,DB06717
DB00322,1,DB01136
DB00213,1,DB00282
DB00872,1,DB04908
DB00208,1,DB00477
DB04896,1,DB09241
DB00363,1,DB00563
DB00186,1,DB01392
DB00176,1,DB00425
DB01263,1,DB09030
DB00181,1,DB00231
DB00327,1,DB00436
DB00502,1,DB01069
DB00367,1,DB00949
DB00697,1,DB00951
DB00220,1,DB01167
DB00136,1,DB00860
DB00598,1,DB00988
DB00363,1,DB06616
DB01242,1,DB05271
DB01403,1,DB06204
DB01002,1,DB08873
DB00540,1,DB09290
DB00876,1,DB09026
DB00672,1,DB01045
DB00391,1,DB04946
DB00557,1,DB00934
DB00864,1,DB01201
DB00413,1,DB00425
DB00996,1,DB01337
DB01254,1,DB08895
DB00959,1,DB08899
DB00691,1,DB01353
DB00014,1,DB00582
DB00333,1,DB01624
DB00498,1,DB09068
DB00211,1,DB00316
DB00622,1,DB00925
DB00425,1,DB09300
DB00850,1,DB06148
DB00208,1,DB01577
DB00387,1,DB00985
DB00266,1,DB00976
DB00741,1,DB00834
DB00252,1,DB01255
DB00472,1,DB09083
DB00425,1,DB00949
DB00737,1,DB09272
DB00477,1,DB01356
DB00695,1,DB08882
DB01142,1,DB01233
DB00598,1,DB08877
DB00540,1,DB09271
DB01241,1,DB04908
DB00865,1,DB08933
DB00956,1,DB06201
DB01224,1,DB01353
DB00864,1,DB01406
DB00374,1,DB00542
DB00470,1,DB00850
DB00734,1,DB08883
DB06702,1,DB09063
DB00233,1,DB01032
DB00014,1,DB00710
DB00668,1,DB00752
DB00193,1,DB00215
DB00722,1,DB00794
DB00268,1,DB00972
DB00199,1,DB00555
DB00458,1,DB00474
DB00393,1,DB09220
DB01403,1,DB09300
DB00573,1,DB00700
DB00752,1,DB00935
DB00339,1,DB01045
DB00317,1,DB00448
DB01395,1,DB06203
DB00246,1,DB01142
DB00722,1,DB08907
DB01035,1,DB08815
DB00898,1,DB08883
DB00427,1,DB00653
DB08896,1,DB09063
DB00313,1,DB01354
DB00903,1,DB01355
DB00661,1,DB09053
DB01254,1,DB04272
DB00343,1,DB00820
DB00243,1,DB01609
DB00582,1,DB01320
DB00338,1,DB00559
DB00277,1,DB00898
DB00437,1,DB00542
DB00280,1,DB00672
DB09271,1,DB09300
DB01030,1,DB01264
DB00404,1,DB01232
DB00307,1,DB01118
DB00408,1,DB09290
DB01201,1,DB04841
DB00790,1,DB09220
DB04845,1,DB09063
DB01320,1,DB01356
DB00622,1,DB01143
DB00284,1,DB00945
DB00341,1,DB00765
DB01242,1,DB01355
DB01623,1,DB04924
DB00414,1,DB01238
DB00682,1,DB01332
DB00695,1,DB00790
DB00312,1,DB09288
DB00731,1,DB06203
DB00661,1,DB08895
DB00730,1,DB01223
DB01173,1,DB01623
DB01623,1,DB09068
DB00381,1,DB00734
DB00921,1,DB00934
DB00813,1,DB01224
DB01609,1,DB06605
DB00295,1,DB00366
DB00321,1,DB00564
DB00215,1,DB00623
DB00490,1,DB00601
DB05521,1,DB06636
DB00220,1,DB00883
DB00749,1,DB00806
DB00852,1,DB09273
DB00671,1,DB00919
DB01254,1,DB08912
DB00214,1,DB09220
DB00679,1,DB00972
DB00307,1,DB09128
DB00557,1,DB01219
DB06772,1,DB09048
DB00864,1,DB01220
DB00208,1,DB00344
DB00246,1,DB08882
DB00166,1,DB00839
DB00705,1,DB04908
DB01050,1,DB06695
DB00726,1,DB09290
DB00557,1,DB00623
DB01211,1,DB01264
DB00708,1,DB00819
DB00998,1,DB04842
DB00402,1,DB00484
DB00307,1,DB00949
DB00502,1,DB04896
DB00619,1,DB04855
DB00496,1,DB00675
DB01142,1,DB09271
DB01264,1,DB08882
DB00398,1,DB09065
DB01414,1,DB01418
DB00715,1,DB00904
DB00624,1,DB01015
DB01144,1,DB01576
DB00470,1,DB05521
DB00321,1,DB00871
DB00682,1,DB01327
DB00989,1,DB01063
DB00829,1,DB01083
DB01579,1,DB06723
DB00850,1,DB01255
DB00938,1,DB06636
DB00425,1,DB00850
DB00224,1,DB06290
DB04924,1,DB09076
DB01136,1,DB08877
DB00889,1,DB06204
DB00683,1,DB01609
DB00397,1,DB00961
DB00603,1,DB09054
DB09074,1,DB09118
DB00364,1,DB00391
DB00956,1,DB01021
DB00871,1,DB01193
DB00713,1,DB01418
DB00418,1,DB00700
DB00523,1,DB09048
DB00181,1,DB00423
DB00503,1,DB00908
DB00627,1,DB08860
DB01267,1,DB04876
DB00382,1,DB00748
DB00512,1,DB01172
DB00489,1,DB08976
DB00268,1,DB09034
DB00615,1,DB04841
DB00186,1,DB04837
DB00327,1,DB00774
DB01235,1,DB09401
DB00014,1,DB01320
DB00213,1,DB01254
DB00277,1,DB00683
DB00307,1,DB00475
DB00428,1,DB04817
DB00215,1,DB00765
DB01100,1,DB04844
DB04844,1,DB08883
DB00321,1,DB00839
DB00216,1,DB00224
DB08820,1,DB09054
DB01254,1,DB06700
DB00397,1,DB01579
DB00333,1,DB00524
DB00311,1,DB08907
DB00204,1,DB09054
DB01149,1,DB01403
DB00341,1,DB06204
DB01124,1,DB02546
DB01320,1,DB08815
DB00470,1,DB01080
DB01024,1,DB01053
DB01589,1,DB08883
DB00363,1,DB01045
DB00393,1,DB06589
DB00601,1,DB01233
DB00321,1,DB00875
DB00252,1,DB00454
DB00224,1,DB01149
DB00850,1,DB01173
DB00233,1,DB00682
DB01017,1,DB01114
DB00748,1,DB09290
DB00243,1,DB09119
DB00784,1,DB01082
DB00270,1,DB09059
DB02546,1,DB04876
DB00590,1,DB00780
DB00182,1,DB01129
DB00258,1,DB01164
DB00559,1,DB04839
DB06290,1,DB06772
DB00289,1,DB01367
DB00830,1,DB01223
DB08941,1,DB09220
DB00672,1,DB01151
DB00734,1,DB00989
DB00945,1,DB01207
DB00165,1,DB00418
DB00400,1,DB01174
DB00607,1,DB01023
DB00277,1,DB08811
DB00338,1,DB08912
DB00564,1,DB00717
DB00798,1,DB01339
DB00387,1,DB00899
DB00465,1,DB08976
DB01087,1,DB06708
DB00794,1,DB09034
DB00344,1,DB00409
DB00014,1,DB09277
DB00723,1,DB00745
DB00502,1,DB00843
DB00307,1,DB00367
DB00677,1,DB01223
DB01609,1,DB08864
DB09063,1,DB09123
DB08826,1,DB11248
DB00363,1,DB01177
DB00409,1,DB01104
DB00346,1,DB00492
DB00668,1,DB00865
DB00452,1,DB01150
DB00331,1,DB00695
DB00839,1,DB00945
DB00695,1,DB00794
DB01120,1,DB01224
DB01173,1,DB09300
DB00582,1,DB01054
DB08899,1,DB09074
DB00919,1,DB01133
DB00222,1,DB04876
DB04896,1,DB06228
DB00285,1,DB00477
DB01016,1,DB01601
DB00252,1,DB00635
DB01248,1,DB01254
DB00788,1,DB00919
DB00425,1,DB00802
DB00476,1,DB00502
DB00387,1,DB00436
DB00480,1,DB01234
DB01100,1,DB01560
DB01551,1,DB04865
DB00747,1,DB08883
DB00648,1,DB00860
DB00872,1,DB01211
DB00305,1,DB00864
DB00661,1,DB01264
DB00956,1,DB09042
DB00334,1,DB08881
DB00620,1,DB05039
DB00618,1,DB01053
DB00794,1,DB06616
DB00470,1,DB00956
DB00604,1,DB09065
DB01143,1,DB01197
DB00321,1,DB00672
DB00780,1,DB01214
DB01032,1,DB01330
DB06216,1,DB09034
DB00608,1,DB09104
DB00780,1,DB01193
DB00476,1,DB00945
DB00215,1,DB01175
DB00543,1,DB00653
DB00860,1,DB00945
DB00555,1,DB01403
DB00975,1,DB01193
DB00331,1,DB00334
DB00593,1,DB09054
DB00967,1,DB09272
DB00816,1,DB01136
DB00450,1,DB09117
DB01351,1,DB04825
DB00784,1,DB09295
DB00734,1,DB01403
DB00381,1,DB00834
DB00844,1,DB09117
DB00470,1,DB06714
DB00321,1,DB08893
DB01026,1,DB04339
DB04844,1,DB09034
DB00611,1,DB00898
